,TEMP_predite_mean,TEMP_predite_CONF_lower,TEMP_predite_CONF_upper
1993-01-01,28.944411383637767,28.25306685668121,29.635755910594323
1993-01-02,28.8191074419319,28.127762914975346,29.510451968888457
1993-01-03,28.91045111973457,28.219106592778015,29.601795646691127
1993-01-04,28.61974631461807,27.928401787661514,29.311090841574625
1993-01-05,28.459775036285308,27.768430509328752,29.151119563241863
1993-01-06,28.646419698985664,27.955075172029108,29.33776422594222
1993-01-07,28.788183414207563,28.096838887251007,29.47952794116412
1993-01-08,28.887630577815802,28.196286050859246,29.578975104772358
1993-01-09,28.65589089335994,27.964546366403383,29.347235420316494
1993-01-10,28.65429575904783,27.962951232091275,29.345640286004386
1993-01-11,28.651581625585607,27.96023709862905,29.342926152542162
1993-01-12,28.753996200144922,28.062651673188366,29.445340727101478
1993-01-13,28.798258777167145,28.10691425021059,29.4896033041237
1993-01-14,29.03370083708104,28.342356310124483,29.725045364037594
1993-01-15,28.91882119450244,28.227476667545883,29.610165721458994
1993-01-16,28.80910178378406,28.117757256827506,29.500446310740617
1993-01-17,28.414721598487674,27.723377071531118,29.10606612544423
1993-01-18,28.71866415838466,28.027319631428103,29.410008685341214
1993-01-19,28.790272077743836,28.09892755078728,29.481616604700392
1993-01-20,28.694858759720997,28.00351423276444,29.386203286677553
1993-01-21,28.607864783531426,27.91652025657487,29.29920931048798
1993-01-22,28.696850567395654,28.005506040439098,29.38819509435221
1993-01-23,28.932229721781464,28.24088519482491,29.62357424873802
1993-01-24,28.921801432356265,28.23045690539971,29.61314595931282
1993-01-25,28.722766837014973,28.031422310058417,29.41411136397153
1993-01-26,28.747838079880864,28.05649355292431,29.43918260683742
1993-01-27,28.8089828588105,28.117638331853943,29.500327385767054
1993-01-28,28.825698737336676,28.13435421038012,29.517043264293232
1993-01-29,28.881782759328882,28.190438232372326,29.573127286285438
1993-01-30,29.04074463860317,28.349400111646613,29.732089165559724
1993-01-31,28.94585735792626,28.254512830969706,29.637201884882817
1993-02-01,28.644927991413454,27.953583464456898,29.33627251837001
1993-02-02,28.129136545571296,27.43779201861474,28.82048107252785
1993-02-03,27.670562028707394,26.97921750175084,28.36190655566395
1993-02-04,27.20290276678008,26.511558239823525,27.894247293736637
1993-02-05,26.895943746728804,26.20459921977225,27.58728827368536
1993-02-06,26.558040741464993,25.866696214508437,27.24938526842155
1993-02-07,26.9910302143407,26.299685687384144,27.682374741297256
1993-02-08,27.149236234426024,26.457891707469468,27.84058076138258
1993-02-09,27.177320692373115,26.48597616541656,27.86866521932967
1993-02-10,27.475619157862756,26.7842746309062,28.16696368481931
1993-02-11,27.297358782593417,26.60601425563686,27.988703309549972
1993-02-12,27.6117971667847,26.920452639828145,28.303141693741257
1993-02-13,28.046233105498086,27.35488857854153,28.73757763245464
1993-02-14,28.192401538289232,27.501057011332676,28.883746065245788
1993-02-15,28.11092213026922,27.419577603312664,28.802266657225776
1993-02-16,28.103914946596223,27.412570419639668,28.79525947355278
1993-02-17,28.633702662773516,27.94235813581696,29.32504718973007
1993-02-18,28.95916647942393,28.267821952467376,29.650511006380487
1993-02-19,28.774008706510415,28.08266417955386,29.46535323346697
1993-02-20,28.74134748903569,28.050002962079134,29.432692015992245
1993-02-21,28.478620619048346,27.78727609209179,29.169965146004902
1993-02-22,28.54372407380255,27.852379546845995,29.235068600759107
1993-02-23,28.419835909088505,27.72849138213195,29.11118043604506
1993-02-24,28.000966263071145,27.30962173611459,28.6923107900277
1993-02-25,28.058361196419767,27.36701666946321,28.749705723376323
1993-02-26,28.264428817888685,27.57308429093213,28.95577334484524
1993-02-27,28.275830898417254,27.5844863714607,28.96717542537381
1993-02-28,28.406081981968157,27.7147374550116,29.097426508924713
1993-03-01,28.60617613522031,27.914831608263754,29.297520662176865
1993-03-02,28.789445013869784,28.09810048691323,29.48078954082634
1993-03-03,28.991128864246274,28.29978433728972,29.68247339120283
1993-03-04,29.064941204892076,28.37359667793552,29.75628573184863
1993-03-05,29.266871799614847,28.57552727265829,29.958216326571403
1993-03-06,29.07272149004567,28.381376963089114,29.764066017002225
1993-03-07,28.915083286357547,28.22373875940099,29.606427813314102
1993-03-08,28.95305458495152,28.261710057994964,29.644399111908076
1993-03-09,29.268088425798023,28.576743898841467,29.95943295275458
1993-03-10,29.197250917631436,28.50590639067488,29.888595444587992
1993-03-11,29.159694540658098,28.468350013701542,29.851039067614654
1993-03-12,29.27989494269245,28.588550415735895,29.971239469649007
1993-03-13,29.21802189126487,28.526677364308313,29.909366418221424
1993-03-14,28.99572919900416,28.304384672047604,29.687073725960715
1993-03-15,28.992501981552753,28.301157454596197,29.68384650850931
1993-03-16,29.320975101115476,28.62963057415892,30.01231962807203
1993-03-17,29.43824334633904,28.746898819382483,30.129587873295595
1993-03-18,29.88448637157821,29.193141844621653,30.575830898534765
1993-03-19,29.459786205641333,28.768441678684777,30.15113073259789
1993-03-20,29.315673674348957,28.6243291473924,30.007018201305513
1993-03-21,29.376649018443263,28.685304491486708,30.06799354539982
1993-03-22,29.208949590154784,28.51760506319823,29.90029411711134
1993-03-23,29.07206405285359,28.380719525897035,29.763408579810147
1993-03-24,28.97259503581491,28.281250508858353,29.663939562771464
1993-03-25,28.94328272221308,28.251938195256525,29.634627249169636
1993-03-26,28.780247544027315,28.08890301707076,29.47159207098387
1993-03-27,28.861723799108347,28.17037927215179,29.553068326064903
1993-03-28,28.75878628996668,28.067441763010123,29.450130816923235
1993-03-29,28.90664890013048,28.215304373173925,29.597993427087037
1993-03-30,29.09001958593302,28.398675058976465,29.781364112889577
1993-03-31,28.75592627834109,28.064581751384534,29.447270805297645
1993-04-01,28.57840618677778,26.910785889117406,30.246026484438154
1993-04-02,28.719699611505842,27.052079313845468,30.387319909166216
1993-04-03,28.882920585660404,27.21530028800003,30.550540883320778
1993-04-04,29.37683791830129,27.70921762064092,31.04445821596166
1993-04-05,29.586561256826517,27.918940959166143,31.25418155448689
1993-04-06,29.237664988535254,27.57004469087488,30.905285286195628
1993-04-07,28.8814179706652,27.213797673004827,30.549038268325575
1993-04-08,28.910994842398555,27.24337454473818,30.57861514005893
1993-04-09,29.038980960692232,27.371360663031858,30.706601258352606
1993-04-10,28.944290183565993,27.27666988590562,30.611910481226367
1993-04-11,28.73969375512169,27.072073457461315,30.407314052782063
1993-04-12,28.24268307318778,26.575062775527407,29.910303370848155
1993-04-13,28.14935017589202,26.481729878231647,29.816970473552395
1993-04-14,28.342394808471997,26.674774510811623,30.01001510613237
1993-04-15,28.43008945126888,26.762469153608507,30.097709748929255
1993-04-16,28.373958723239827,26.706338425579453,30.0415790209002
1993-04-17,28.456834079733824,26.789213782073453,30.124454377394194
1993-04-18,28.375657695029236,26.708037397368862,30.04327799268961
1993-04-19,28.759860047573437,27.092239749913062,30.42748034523381
1993-04-20,28.909238511415328,27.241618213754954,30.576858809075702
1993-04-21,28.716908593142545,27.04928829548217,30.38452889080292
1993-04-22,28.80651990092868,27.138899603268307,30.474140198589055
1993-04-23,28.62492942111139,26.95730912345102,30.29254971877176
1993-04-24,28.787400937237923,27.11978063957755,30.455021234898297
1993-04-25,28.934563114824865,27.26694281716449,30.60218341248524
1993-04-26,28.9807602600066,27.313139962346227,30.648380557666975
1993-04-27,29.031173467505337,27.363553169844963,30.69879376516571
1993-04-28,29.013371928403117,27.345751630742747,30.680992226063488
1993-04-29,28.727639684029572,27.0600193863692,30.395259981689946
1993-04-30,28.633828218259424,26.966207920599054,30.301448515919795
1993-05-01,28.616019854401898,26.948399556741528,30.28364015206227
1993-05-02,28.635188188878185,26.96756789121781,30.30280848653856
1993-05-03,28.63311046872549,26.96549017106512,30.30073076638586
1993-05-04,28.293193823667863,26.625573526007493,29.960814121328234
1993-05-05,28.44470685424422,26.777086556583846,30.112327151904594
1993-05-06,28.581332028166603,26.91371173050623,30.248952325826977
1993-05-07,28.672037480898325,27.004417183237955,30.339657778558696
1993-05-08,28.69728895666127,27.029668659000897,30.364909254321645
1993-05-09,28.638682819681076,26.971062522020702,30.30630311734145
1993-05-10,28.452987309028785,26.785367011368415,30.120607606689155
1993-05-11,28.37744291807111,26.70982262041074,30.04506321573148
1993-05-12,28.450051706323336,26.782431408662966,30.117672003983706
1993-05-13,28.67804286053921,27.010422562878837,30.345663158199585
1993-05-14,28.716344646126743,27.048724348466372,30.383964943787113
1993-05-15,28.660331778574136,26.992711480913762,30.32795207623451
1993-05-16,28.529988544962986,26.862368247302612,30.19760884262336
1993-05-17,28.533984845656864,26.86636454799649,30.201605143317238
1993-05-18,28.62352696249111,26.955906664830735,30.291147260151483
1993-05-19,28.669738615581895,27.00211831792152,30.33735891324227
1993-05-20,28.426203408103238,26.758583110442864,30.09382370576361
1993-05-21,28.62792293677524,26.960302639114865,30.295543234435613
1993-05-22,28.699438462157797,27.031818164497423,30.36705875981817
1993-05-23,28.727190545971116,27.05957024831074,30.39481084363149
1993-05-24,28.72010509760857,27.052484799948196,30.387725395268944
1993-05-25,28.422931195646346,26.75531089798597,30.09055149330672
1993-05-26,28.477001483466953,26.80938118580658,30.144621781127327
1993-05-27,28.271174075377626,26.603553777717252,29.938794373038
1993-05-28,27.692671742604247,26.025051444943877,29.360292040264618
