,TEMP_predite_mean,TEMP_predite_CONF_lower,TEMP_predite_CONF_upper
1993-01-01,28.823224799513508,28.137420894024945,29.50902870500207
1993-01-02,28.703077622436265,28.017273716947702,29.388881527924827
1993-01-03,28.697146341845094,28.011342436356532,29.382950247333657
1993-01-04,28.52457685277749,27.838772947288927,29.21038075826605
1993-01-05,28.34387421018103,27.65807030469247,29.029678115669594
1993-01-06,28.48836243672208,27.80255853123352,29.174166342210643
1993-01-07,28.614453531429277,27.928649625940714,29.30025743691784
1993-01-08,28.609589319989592,27.92378541450103,29.295393225478154
1993-01-09,28.52185866277095,27.836054757282387,29.20766256825951
1993-01-10,28.5123891538386,27.82658524835004,29.198193059327163
1993-01-11,28.495668333933683,27.80986442844512,29.181472239422245
1993-01-12,28.54736199840906,27.861558092920497,29.23316590389762
1993-01-13,28.704861664137113,28.01905775864855,29.390665569625675
1993-01-14,28.831127549208627,28.145323643720065,29.51693145469719
1993-01-15,28.782866777679132,28.09706287219057,29.468670683167694
1993-01-16,28.61929195269076,27.933488047202196,29.30509585817932
1993-01-17,28.298378731138712,27.61257482565015,28.984182636627274
1993-01-18,28.68463125363299,27.998827348144427,29.370435159121552
1993-01-19,28.8402702653284,28.154466359839837,29.526074170816962
1993-01-20,28.626518405290398,27.940714499801835,29.31232231077896
1993-01-21,28.56459533897828,27.878791433489717,29.25039924446684
1993-01-22,28.611551305437114,27.925747399948552,29.297355210925677
1993-01-23,28.89192432114233,28.206120415653768,29.577728226630892
1993-01-24,28.903951942726763,28.2181480372382,29.589755848215326
1993-01-25,28.650877003344267,27.965073097855704,29.33668090883283
1993-01-26,28.71485254897375,28.029048643485186,29.40065645446231
1993-01-27,28.903775146362545,28.217971240873982,29.589579051851107
1993-01-28,28.855084069249333,28.16928016376077,29.540887974737895
1993-01-29,28.77997950297912,28.09417559749056,29.465783408467683
1993-01-30,28.91206749167866,28.226263586190097,29.59787139716722
1993-01-31,28.797331601612868,28.111527696124305,29.48313550710143
1993-02-01,28.51924192204362,27.833438016555057,29.20504582753218
1993-02-02,27.987165747502555,27.301361842013993,28.672969652991117
1993-02-03,27.639797467424973,26.95399356193641,28.325601372913535
1993-02-04,27.202893180016627,26.517089274528065,27.88869708550519
1993-02-05,27.18633320627309,26.500529300784528,27.872137111761653
1993-02-06,26.775493450718013,26.08968954522945,27.461297356206575
1993-02-07,27.165529216363407,26.479725310874844,27.85133312185197
1993-02-08,27.19441585769003,26.508611952201466,27.88021976317859
1993-02-09,27.238630780470213,26.55282687498165,27.924434685958776
1993-02-10,27.524449629663582,26.83864572417502,28.210253535152145
1993-02-11,27.27960613258691,26.593802227098347,27.965410038075472
1993-02-12,27.527816690741876,26.842012785253313,28.213620596230438
1993-02-13,27.79379427242586,27.107990366937297,28.479598177914422
1993-02-14,28.096210238175946,27.410406332687383,28.782014143664508
1993-02-15,28.016524487755635,27.330720582267073,28.702328393244198
1993-02-16,28.154352125126696,27.468548219638134,28.84015603061526
1993-02-17,28.526581625393764,27.8407777199052,29.212385530882326
1993-02-18,28.818680914809125,28.132877009320563,29.504484820297687
1993-02-19,28.6220385308027,27.93623462531414,29.307842436291264
1993-02-20,28.700500731706754,28.01469682621819,29.386304637195316
1993-02-21,28.365903086021877,27.680099180533315,29.05170699151044
1993-02-22,28.367267591011256,27.681463685522694,29.05307149649982
1993-02-23,28.405675650909576,27.719871745421013,29.091479556398138
1993-02-24,28.11229621861588,27.42649231312732,28.798100124104444
1993-02-25,27.95008790156091,27.264283996072347,28.63589180704947
1993-02-26,28.130360977504512,27.44455707201595,28.816164882993075
1993-02-27,28.25869945316435,27.572895547675788,28.944503358652913
1993-02-28,28.220881839396736,27.535077933908173,28.906685744885298
1993-03-01,28.46490058545795,27.77909667996939,29.150704490946513
1993-03-02,28.66826748759058,27.982463582102017,29.354071393079142
1993-03-03,28.868036181947307,28.182232276458745,29.55384008743587
1993-03-04,28.947324300110438,28.261520394621876,29.633128205599
1993-03-05,29.15171834241583,28.465914436927267,29.837522247904392
1993-03-06,28.97353004032938,28.287726134840817,29.65933394581794
1993-03-07,28.80822562273643,28.122421717247867,29.494029528224992
1993-03-08,28.83364383738134,28.14783993189278,29.519447742869904
1993-03-09,29.128070100255645,28.442266194767083,29.813874005744207
1993-03-10,29.06359452654554,28.377790621056977,29.749398432034102
1993-03-11,29.185826000089637,28.500022094601075,29.8716299055782
1993-03-12,29.252035775313956,28.566231869825394,29.93783968080252
1993-03-13,29.286907788107943,28.60110388261938,29.972711693596505
1993-03-14,28.939000591970018,28.253196686481456,29.62480449745858
1993-03-15,29.007840735116034,28.32203682962747,29.693644640604596
1993-03-16,29.21913507603074,28.533331170542176,29.9049389815193
1993-03-17,29.295683989326193,28.60988008383763,29.981487894814755
1993-03-18,29.54188157621914,28.856077670730578,30.227685481707702
1993-03-19,29.342207067221164,28.6564031617326,30.028010972709726
1993-03-20,29.211638117361332,28.52583421187277,29.897442022849894
1993-03-21,29.22502802131037,28.539224115821806,29.91083192679893
1993-03-22,29.12707459240381,28.44127068691525,29.812878497892374
1993-03-23,28.977153021663636,28.291349116175073,29.662956927152198
1993-03-24,28.85654450304877,28.170740597560208,29.542348408537332
1993-03-25,28.8295966207135,28.143792715224937,29.51540052620206
1993-03-26,28.619690318288704,27.933886412800142,29.305494223777266
1993-03-27,28.720562664988194,28.03475875949963,29.406366570476756
1993-03-28,28.593854786934315,27.908050881445753,29.279658692422878
1993-03-29,28.753703245097814,28.06789933960925,29.439507150586376
1993-03-30,28.916784247020317,28.230980341531755,29.60258815250888
1993-03-31,28.628515396604783,27.94271149111622,29.314319302093345
1993-04-01,28.467792234889156,27.072980714229796,29.862603755548516
1993-04-02,28.659295349844793,27.264483829185433,30.054106870504153
1993-04-03,28.85722254389515,27.46241102323579,30.25203406455451
1993-04-04,29.29309719683937,27.89828567618001,30.68790871749873
1993-04-05,29.444512391472514,28.049700870813155,30.839323912131874
1993-04-06,29.141648404996328,27.746836884336968,30.536459925655688
1993-04-07,28.82121763399091,27.42640611333155,30.21602915465027
1993-04-08,28.595083205348065,27.200271684688705,29.989894726007424
1993-04-09,28.871316743993976,27.476505223334616,30.266128264653336
1993-04-10,28.859016946103292,27.464205425443932,30.253828466762652
1993-04-11,28.628898689237115,27.234087168577755,30.023710209896475
1993-04-12,28.279973296680126,26.885161776020766,29.674784817339486
1993-04-13,28.204697822914294,26.809886302254935,29.599509343573654
1993-04-14,28.25108757215047,26.85627605149111,29.64589909280983
1993-04-15,28.20920208484681,26.814390564187452,29.60401360550617
1993-04-16,28.227133697710467,26.832322177051108,29.621945218369827
1993-04-17,28.30966696366299,26.91485544300363,29.70447848432235
1993-04-18,28.195687010362835,26.800875489703476,29.590498531022195
1993-04-19,28.553155214183093,27.158343693523733,29.947966734842453
1993-04-20,28.761855495169744,27.367043974510384,30.156667015829104
1993-04-21,28.75246467446887,27.357653153809512,30.14727619512823
1993-04-22,28.708398305816104,27.313586785156744,30.103209826475464
1993-04-23,28.662378727133486,27.267567206474126,30.057190247792846
1993-04-24,28.77904957768156,27.3842380570222,30.173861098340918
1993-04-25,28.685743329336873,27.290931808677513,30.080554849996233
1993-04-26,28.76044618778538,27.36563466712602,30.15525770844474
1993-04-27,28.74583174885792,27.35102022819856,30.14064326951728
1993-04-28,28.75035620643814,27.35554468577878,30.1451677270975
1993-04-29,28.59315503609452,27.19834351543516,29.98796655675388
1993-04-30,28.467625141083285,27.072813620423926,29.862436661742645
1993-05-01,28.445572729346413,27.050761208687053,29.840384250005773
1993-05-02,28.52497716762531,27.13016564696595,29.91978868828467
1993-05-03,28.529555043774355,27.134743523114995,29.924366564433715
1993-05-04,28.30778619608604,26.912974675426682,29.7025977167454
1993-05-05,28.359738024146598,26.964926503487238,29.754549544805958
