0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
0;0;0;0;0;0;0;0;0;0,01;0,05;0,15;0,29;0,26;0,16;0,035;0,035;0,01;0;0;0
