ShellLength;Temperature;G
50;23,6;0,075135516
60;23,6;0,070126481
70;23,6;0,065117447
80;23,6;0,060108413
90;23,6;0,055099378
100;23,6;0,050090344
110;23,6;0,045081309
120;23,6;0,040072275
130;23,6;0,035063241
140;23,6;0,030054206
150;23,6;0,025045172
160;23,6;0,020036138
170;23,6;0,015027103
180;23,6;0,010018069
190;23,6;0,005009034
200;23,6;0
0;23,7;0,101586355
10;23,7;0,096507037
20;23,7;0,09142772
30;23,7;0,086348402
40;23,7;0,081269084
50;23,7;0,076189766
60;23,7;0,071110449
70;23,7;0,066031131
80;23,7;0,060951813
90;23,7;0,055872495
100;23,7;0,050793178
110;23,7;0,04571386
120;23,7;0,040634542
130;23,7;0,035555224
140;23,7;0,030475907
150;23,7;0,025396589
160;23,7;0,020317271
170;23,7;0,015237953
180;23,7;0,010158636
190;23,7;0,005079318
200;23,7;0
0;23,8;0,102999583
10;23,8;0,097849604
20;23,8;0,092699625
30;23,8;0,087549646
40;23,8;0,082399666
50;23,8;0,077249687
60;23,8;0,072099708
70;23,8;0,066949729
80;23,8;0,06179975
90;23,8;0,056649771
100;23,8;0,051499791
110;23,8;0,046349812
120;23,8;0,041199833
130;23,8;0,036049854
140;23,8;0,030899875
150;23,8;0,025749896
160;23,8;0,020599917
170;23,8;0,015449937
180;23,8;0,010299958
190;23,8;0,005149979
200;23,8;0
0;23,9;0,10441988
10;23,9;0,099198886
20;23,9;0,093977892
30;23,9;0,088756898
40;23,9;0,083535904
50;23,9;0,07831491
60;23,9;0,073093916
70;23,9;0,067872922
80;23,9;0,062651928
90;23,9;0,057430934
100;23,9;0,05220994
110;23,9;0,046988946
120;23,9;0,041767952
130;23,9;0,036546958
140;23,9;0,031325964
150;23,9;0,02610497
160;23,9;0,020883976
170;23,9;0,015662982
180;23,9;0,010441988
190;23,9;0,005220994
200;23,9;0
0;24;0,105846726
10;24;0,10055439
20;24;0,095262054
30;24;0,089969717
40;24;0,084677381
50;24;0,079385045
60;24;0,074092708
70;24;0,068800372
80;24;0,063508036
90;24;0,058215699
100;24;0,052923363
110;24;0,047631027
120;24;0,04233869
130;24;0,037046354
140;24;0,031754018
150;24;0,026461682
160;24;0,021169345
170;24;0,015877009
180;24;0,010584673
190;24;0,005292336
200;24;0
0;24,1;0,107279571
10;24,1;0,101915592
20;24,1;0,096551614
30;24,1;0,091187635
40;24,1;0,085823657
50;24,1;0,080459678
60;24,1;0,0750957
70;24,1;0,069731721
80;24,1;0,064367743
90;24,1;0,059003764
100;24,1;0,053639786
110;24,1;0,048275807
120;24,1;0,042911828
130;24,1;0,03754785
140;24,1;0,032183871
150;24,1;0,026819893
160;24,1;0,021455914
170;24,1;0,016091936
180;24,1;0,010727957
190;24,1;0,005363979
200;24,1;0
0;24,2;0,108717833
10;24,2;0,103281942
20;24,2;0,09784605
30;24,2;0,092410158
40;24,2;0,086974267
50;24,2;0,081538375
60;24,2;0,076102483
70;24,2;0,070666592
80;24,2;0,0652307
90;24,2;0,059794808
100;24,2;0,054358917
110;24,2;0,048923025
120;24,2;0,043487133
130;24,2;0,038051242
140;24,2;0,03261535
150;24,2;0,027179458
160;24,2;0,021743567
170;24,2;0,016307675
180;24,2;0,010871783
190;24,2;0,005435892
200;24,2;0
0;24,3;0,1101609
10;24,3;0,104652855
20;24,3;0,09914481
30;24,3;0,093636765
40;24,3;0,08812872
50;24,3;0,082620675
60;24,3;0,07711263
70;24,3;0,071604585
80;24,3;0,06609654
90;24,3;0,060588495
100;24,3;0,05508045
110;24,3;0,049572405
120;24,3;0,04406436
130;24,3;0,038556315
140;24,3;0,03304827
150;24,3;0,027540225
160;24,3;0,02203218
170;24,3;0,016524135
180;24,3;0,01101609
190;24,3;0,005508045
200;24,3;0
0;24,4;0,111608123
10;24,4;0,106027717
20;24,4;0,100447311
30;24,4;0,094866905
40;24,4;0,089286498
50;24,4;0,083706092
60;24,4;0,078125686
70;24,4;0,07254528
80;24,4;0,066964874
90;24,4;0,061384468
100;24,4;0,055804062
110;24,4;0,050223655
120;24,4;0,044643249
130;24,4;0,039062843
140;24,4;0,033482437
150;24,4;0,027902031
160;24,4;0,022321625
170;24,4;0,016741218
180;24,4;0,011160812
190;24,4;0,005580406
200;24,4;0
0;24,5;0,113058821
10;24,5;0,10740588
20;24,5;0,101752939
30;24,5;0,096099998
40;24,5;0,090447057
50;24,5;0,084794116
60;24,5;0,079141175
70;24,5;0,073488234
80;24,5;0,067835293
90;24,5;0,062182352
100;24,5;0,056529411
110;24,5;0,05087647
120;24,5;0,045223529
130;24,5;0,039570587
140;24,5;0,033917646
150;24,5;0,028264705
160;24,5;0,022611764
170;24,5;0,016958823
180;24,5;0,011305882
190;24,5;0,005652941
200;24,5;0
0;24,6;0,114512277
10;24,6;0,108786663
20;24,6;0,103061049
30;24,6;0,097335435
40;24,6;0,091609821
50;24,6;0,085884207
60;24,6;0,080158594
70;24,6;0,07443298
80;24,6;0,068707366
90;24,6;0,062981752
100;24,6;0,057256138
110;24,6;0,051530524
120;24,6;0,045804911
130;24,6;0,040079297
140;24,6;0,034353683
150;24,6;0,028628069
160;24,6;0,022902455
170;24,6;0,017176841
180;24,6;0,011451228
190;24,6;0,005725614
200;24,6;0
0;24,7;0,115967733
10;24,7;0,110169347
20;24,7;0,10437096
30;24,7;0,098572573
40;24,7;0,092774187
50;24,7;0,0869758
60;24,7;0,081177413
70;24,7;0,075379027
80;24,7;0,06958064
90;24,7;0,063782253
100;24,7;0,057983867
110;24,7;0,05218548
120;24,7;0,046387093
130;24,7;0,040588707
140;24,7;0,03479032
150;24,7;0,028991933
160;24,7;0,023193547
170;24,7;0,01739516
180;24,7;0,011596773
190;24,7;0,005798387
200;24,7;0
0;24,8;0,117424397
10;24,8;0,111553177
20;24,8;0,105681957
30;24,8;0,099810737
40;24,8;0,093939518
50;24,8;0,088068298
60;24,8;0,082197078
70;24,8;0,076325858
80;24,8;0,070454638
90;24,8;0,064583418
100;24,8;0,058712198
110;24,8;0,052840979
120;24,8;0,046969759
130;24,8;0,041098539
140;24,8;0,035227319
150;24,8;0,029356099
160;24,8;0,023484879
170;24,8;0,01761366
180;24,8;0,01174244
190;24,8;0,00587122
200;24,8;0
0;24,9;0,118881433
10;24,9;0,112937361
20;24,9;0,10699329
30;24,9;0,101049218
40;24,9;0,095105146
50;24,9;0,089161075
60;24,9;0,083217003
70;24,9;0,077272932
80;24,9;0,07132886
90;24,9;0,065384788
100;24,9;0,059440717
110;24,9;0,053496645
120;24,9;0,047552573
130;24,9;0,041608502
140;24,9;0,03566443
150;24,9;0,029720358
160;24,9;0,023776287
170;24,9;0,017832215
180;24,9;0,011888143
190;24,9;0,005944072
200;24,9;0
0;25;0,120337965
10;25;0,114321067
20;25;0,108304169
30;25;0,10228727
40;25;0,096270372
50;25;0,090253474
60;25;0,084236576
70;25;0,078219677
80;25;0,072202779
90;25;0,066185881
100;25;0,060168983
110;25;0,054152084
120;25;0,048135186
130;25;0,042118288
140;25;0,03610139
150;25;0,030084491
160;25;0,024067593
170;25;0,018050695
180;25;0,012033797
190;25;0,006016898
200;25;0
0;25,1;0,121793073
10;25,1;0,115703419
20;25,1;0,109613766
30;25,1;0,103524112
40;25,1;0,097434458
50;25,1;0,091344805
60;25,1;0,085255151
70;25,1;0,079165497
80;25,1;0,073075844
90;25,1;0,06698619
100;25,1;0,060896536
110;25,1;0,054806883
120;25,1;0,048717229
130;25,1;0,042627575
140;25,1;0,036537922
150;25,1;0,030448268
160;25,1;0,024358615
170;25,1;0,018268961
180;25,1;0,012179307
190;25,1;0,006089654
200;25,1;0
0;25,2;0,123245792
10;25,2;0,117083502
20;25,2;0,110921212
30;25,2;0,104758923
40;25,2;0,098596633
50;25,2;0,092434344
60;25,2;0,086272054
70;25,2;0,080109765
80;25,2;0,073947475
90;25,2;0,067785185
100;25,2;0,061622896
110;25,2;0,055460606
120;25,2;0,049298317
130;25,2;0,043136027
140;25,2;0,036973737
150;25,2;0,030811448
160;25,2;0,024649158
170;25,2;0,018486869
180;25,2;0,012324579
190;25,2;0,00616229
200;25,2;0
0;25,3;0,12469511
10;25,3;0,118460354
20;25,3;0,112225599
30;25,3;0,105990843
40;25,3;0,099756088
50;25,3;0,093521332
60;25,3;0,087286577
70;25,3;0,081051821
80;25,3;0,074817066
90;25,3;0,06858231
100;25,3;0,062347555
110;25,3;0,056112799
120;25,3;0,049878044
130;25,3;0,043643288
140;25,3;0,037408533
150;25,3;0,031173777
160;25,3;0,024939022
170;25,3;0,018704266
180;25,3;0,012469511
190;25,3;0,006234755
200;25,3;0
0;25,4;0,126139967
10;25,4;0,119832969
20;25,4;0,11352597
30;25,4;0,107218972
40;25,4;0,100911974
50;25,4;0,094604975
60;25,4;0,088297977
70;25,4;0,081990979
80;25,4;0,07568398
90;25,4;0,069376982
100;25,4;0,063069984
110;25,4;0,056762985
120;25,4;0,050455987
130;25,4;0,044148989
140;25,4;0,03784199
150;25,4;0,031534992
160;25,4;0,025227993
170;25,4;0,018920995
180;25,4;0,012613997
190;25,4;0,006306998
200;25,4;0
0;25,5;0,127579254
10;25,5;0,121200292
20;25,5;0,114821329
30;25,5;0,108442366
40;25,5;0,102063403
50;25,5;0,095684441
60;25,5;0,089305478
70;25,5;0,082926515
80;25,5;0,076547553
90;25,5;0,07016859
100;25,5;0,063789627
110;25,5;0,057410664
120;25,5;0,051031702
130;25,5;0,044652739
140;25,5;0,038273776
150;25,5;0,031894814
160;25,5;0,025515851
170;25,5;0,019136888
180;25,5;0,012757925
190;25,5;0,006378963
200;25,5;0
0;25,6;0,129011809
10;25,6;0,122561218
20;25,6;0,116110628
30;25,6;0,109660037
40;25,6;0,103209447
50;25,6;0,096758857
60;25,6;0,090308266
70;25,6;0,083857676
80;25,6;0,077407085
90;25,6;0,070956495
100;25,6;0,064505904
110;25,6;0,058055314
120;25,6;0,051604724
130;25,6;0,045154133
140;25,6;0,038703543
150;25,6;0,032252952
160;25,6;0,025802362
170;25,6;0,019351771
180;25,6;0,012901181
190;25,6;0,00645059
200;25,6;0
0;25,7;0,130436415
10;25,7;0,123914594
20;25,7;0,117392774
30;25,7;0,110870953
40;25,7;0,104349132
50;25,7;0,097827311
60;25,7;0,091305491
70;25,7;0,08478367
80;25,7;0,078261849
90;25,7;0,071740028
100;25,7;0,065218208
110;25,7;0,058696387
120;25,7;0,052174566
130;25,7;0,045652745
140;25,7;0,039130925
150;25,7;0,032609104
160;25,7;0,026087283
170;25,7;0,019565462
180;25,7;0,013043642
190;25,7;0,006521821
200;25,7;0
0;25,8;0,131851802
10;25,8;0,125259212
20;25,8;0,118666622
30;25,8;0,112074032
40;25,8;0,105481442
50;25,8;0,098888851
60;25,8;0,092296261
70;25,8;0,085703671
80;25,8;0,079111081
90;25,8;0,072518491
100;25,8;0,065925901
110;25,8;0,059333311
120;25,8;0,052740721
130;25,8;0,046148131
140;25,8;0,039555541
150;25,8;0,03296295
160;25,8;0,02637036
170;25,8;0,01977777
180;25,8;0,01318518
190;25,8;0,00659259
200;25,8;0
0;25,9;0,13325664
10;25,9;0,126593808
20;25,9;0,119930976
30;25,9;0,113268144
40;25,9;0,106605312
50;25,9;0,09994248
60;25,9;0,093279648
70;25,9;0,086616816
80;25,9;0,079953984
90;25,9;0,073291152
100;25,9;0,06662832
110;25,9;0,059965488
120;25,9;0,053302656
130;25,9;0,046639824
140;25,9;0,039976992
150;25,9;0,03331416
160;25,9;0,026651328
170;25,9;0,019988496
180;25,9;0,013325664
190;25,9;0,006662832
200;25,9;0
0;26;0,13464954
10;26;0,127917063
20;26;0,121184586
30;26;0,114452109
40;26;0,107719632
50;26;0,100987155
60;26;0,094254678
70;26;0,087522201
80;26;0,080789724
90;26;0,074057247
100;26;0,06732477
110;26;0,060592293
120;26;0,053859816
130;26;0,047127339
140;26;0,040394862
150;26;0,033662385
160;26;0,026929908
170;26;0,020197431
180;26;0,013464954
190;26;0,006732477
200;26;0
0;26,1;0,136029052
10;26,1;0,129227599
20;26,1;0,122426147
30;26,1;0,115624694
40;26,1;0,108823241
50;26,1;0,102021789
60;26,1;0,095220336
70;26,1;0,088418884
80;26,1;0,081617431
90;26,1;0,074815978
100;26,1;0,068014526
110;26,1;0,061213073
120;26,1;0,054411621
130;26,1;0,047610168
140;26,1;0,040808716
150;26,1;0,034007263
160;26,1;0,02720581
170;26,1;0,020404358
180;26,1;0,013602905
190;26,1;0,006801453
200;26,1;0
0;26,2;0,13739366
10;26,2;0,130523977
20;26,2;0,123654294
30;26,2;0,116784611
40;26,2;0,109914928
50;26,2;0,103045245
60;26,2;0,096175562
70;26,2;0,089305879
80;26,2;0,082436196
90;26,2;0,075566513
100;26,2;0,06869683
110;26,2;0,061827147
120;26,2;0,054957464
130;26,2;0,048087781
140;26,2;0,041218098
150;26,2;0,034348415
160;26,2;0,027478732
170;26,2;0,020609049
180;26,2;0,013739366
190;26,2;0,006869683
200;26,2;0
0;26,3;0,138741783
10;26,3;0,131804694
20;26,3;0,124867604
30;26,3;0,117930515
40;26,3;0,110993426
50;26,3;0,104056337
60;26,3;0,097119248
70;26,3;0,090182159
80;26,3;0,08324507
90;26,3;0,076307981
100;26,3;0,069370891
110;26,3;0,062433802
120;26,3;0,055496713
130;26,3;0,048559624
140;26,3;0,041622535
150;26,3;0,034685446
160;26,3;0,027748357
170;26,3;0,020811267
180;26,3;0,013874178
190;26,3;0,006937089
200;26,3;0
0;26,4;0,140071771
10;26,4;0,133068182
20;26,4;0,126064594
30;26,4;0,119061005
40;26,4;0,112057416
50;26,4;0,105053828
60;26,4;0,098050239
70;26,4;0,091046651
80;26,4;0,084043062
90;26,4;0,077039474
100;26,4;0,070035885
110;26,4;0,063032297
120;26,4;0,056028708
130;26,4;0,04902512
140;26,4;0,042021531
150;26,4;0,035017943
160;26,4;0,028014354
170;26,4;0,021010766
180;26,4;0,014007177
190;26,4;0,007003589
200;26,4;0
0;26,5;0,141381902
10;26,5;0,134312807
20;26,5;0,127243712
30;26,5;0,120174617
40;26,5;0,113105522
50;26,5;0,106036427
60;26,5;0,098967331
70;26,5;0,091898236
80;26,5;0,084829141
90;26,5;0,077760046
100;26,5;0,070690951
110;26,5;0,063621856
120;26,5;0,056552761
130;26,5;0,049483666
140;26,5;0,042414571
150;26,5;0,035345476
160;26,5;0,02827638
170;26,5;0,021207285
180;26,5;0,01413819
190;26,5;0,007069095
200;26,5;0
0;26,6;0,142670382
10;26,6;0,135536863
20;26,6;0,128403344
30;26,6;0,121269825
40;26,6;0,114136306
50;26,6;0,107002787
60;26,6;0,099869268
70;26,6;0,092735749
80;26,6;0,085602229
90;26,6;0,07846871
100;26,6;0,071335191
110;26,6;0,064201672
120;26,6;0,057068153
130;26,6;0,049934634
140;26,6;0,042801115
150;26,6;0,035667596
160;26,6;0,028534076
170;26,6;0,021400557
180;26,6;0,014267038
190;26,6;0,007133519
200;26,6;0
0;26,7;0,14393534
10;26,7;0,136738573
20;26,7;0,129541806
30;26,7;0,122345039
40;26,7;0,115148272
50;26,7;0,107951505
60;26,7;0,100754738
70;26,7;0,093557971
80;26,7;0,086361204
90;26,7;0,079164437
100;26,7;0,07196767
110;26,7;0,064770903
120;26,7;0,057574136
130;26,7;0,050377369
140;26,7;0,043180602
150;26,7;0,035983835
160;26,7;0,028787068
170;26,7;0,021590301
180;26,7;0,014393534
190;26,7;0,007196767
200;26,7;0
0;26,8;0,145174826
10;26,8;0,137916085
20;26,8;0,130657343
30;26,8;0,123398602
40;26,8;0,116139861
50;26,8;0,108881119
60;26,8;0,101622378
70;26,8;0,094363637
80;26,8;0,087104896
90;26,8;0,079846154
100;26,8;0,072587413
110;26,8;0,065328672
120;26,8;0,05806993
130;26,8;0,050811189
140;26,8;0,043552448
150;26,8;0,036293706
160;26,8;0,029034965
170;26,8;0,021776224
180;26,8;0,014517483
190;26,8;0,007258741
200;26,8;0
0;26,9;0,146386808
10;26,9;0,139067467
20;26,9;0,131748127
30;26,9;0,124428787
40;26,9;0,117109446
50;26,9;0,109790106
60;26,9;0,102470765
70;26,9;0,095151425
80;26,9;0,087832085
90;26,9;0,080512744
100;26,9;0,073193404
110;26,9;0,065874063
120;26,9;0,058554723
130;26,9;0,051235383
140;26,9;0,043916042
150;26,9;0,036596702
160;26,9;0,029277362
170;26,9;0,021958021
180;26,9;0,014638681
190;26,9;0,00731934
200;26,9;0
0;27;0,14756917
10;27;0,140190711
20;27;0,132812253
30;27;0,125433794
40;27;0,118055336
50;27;0,110676877
60;27;0,103298419
70;27;0,09591996
80;27;0,088541502
90;27;0,081163043
100;27;0,073784585
110;27;0,066406126
120;27;0,059027668
130;27;0,051649209
140;27;0,044270751
150;27;0,036892292
160;27;0,029513834
170;27;0,022135375
180;27;0,014756917
190;27;0,007378458
200;27;0
0;27,1;0,148719709
10;27,1;0,141283723
20;27,1;0,133847738
30;27,1;0,126411752
40;27,1;0,118975767
50;27,1;0,111539782
60;27,1;0,104103796
70;27,1;0,096667811
80;27,1;0,089231825
90;27,1;0,08179584
100;27,1;0,074359854
110;27,1;0,066923869
120;27,1;0,059487883
130;27,1;0,052051898
140;27,1;0,044615913
150;27,1;0,037179927
160;27,1;0,029743942
170;27,1;0,022307956
180;27,1;0,014871971
190;27,1;0,007435985
200;27,1;0
0;27,2;0,149836131
10;27,2;0,142344324
20;27,2;0,134852518
30;27,2;0,127360711
40;27,2;0,119868905
50;27,2;0,112377098
60;27,2;0,104885292
70;27,2;0,097393485
80;27,2;0,089901679
90;27,2;0,082409872
100;27,2;0,074918066
110;27,2;0,067426259
120;27,2;0,059934452
130;27,2;0,052442646
140;27,2;0,044950839
150;27,2;0,037459033
160;27,2;0,029967226
170;27,2;0,02247542
180;27,2;0,014983613
190;27,2;0,007491807
200;27,2;0
0;27,3;0,15091605
10;27,3;0,143370247
20;27,3;0,135824445
30;27,3;0,128278642
40;27,3;0,12073284
50;27,3;0,113187037
60;27,3;0,105641235
70;27,3;0,098095432
80;27,3;0,09054963
90;27,3;0,083003827
100;27,3;0,075458025
110;27,3;0,067912222
120;27,3;0,06036642
130;27,3;0,052820617
140;27,3;0,045274815
150;27,3;0,037729012
160;27,3;0,03018321
170;27,3;0,022637407
180;27,3;0,015091605
190;27,3;0,007545802
200;27,3;0
0;27,4;0,151956981
10;27,4;0,144359132
20;27,4;0,136761283
30;27,4;0,129163434
40;27,4;0,121565585
50;27,4;0,113967736
60;27,4;0,106369887
70;27,4;0,098772038
80;27,4;0,091174189
90;27,4;0,08357634
100;27,4;0,075978491
110;27,4;0,068380641
120;27,4;0,060782792
130;27,4;0,053184943
140;27,4;0,045587094
150;27,4;0,037989245
160;27,4;0,030391396
170;27,4;0,022793547
180;27,4;0,015195698
190;27,4;0,007597849
200;27,4;0
0;27,5;0,152956341
10;27,5;0,145308524
20;27,5;0,137660707
30;27,5;0,13001289
40;27,5;0,122365073
50;27,5;0,114717256
60;27,5;0,107069439
70;27,5;0,099421622
80;27,5;0,091773805
90;27,5;0,084125988
100;27,5;0,076478171
110;27,5;0,068830354
120;27,5;0,061182537
130;27,5;0,053534719
140;27,5;0,045886902
150;27,5;0,038239085
160;27,5;0,030591268
170;27,5;0,022943451
180;27,5;0,015295634
190;27,5;0,007647817
200;27,5;0
0;27,6;0,153911444
10;27,6;0,146215872
20;27,6;0,1385203
30;27,6;0,130824727
40;27,6;0,123129155
50;27,6;0,115433583
60;27,6;0,107738011
70;27,6;0,100042439
80;27,6;0,092346866
90;27,6;0,084651294
100;27,6;0,076955722
110;27,6;0,06926015
120;27,6;0,061564578
130;27,6;0,053869005
140;27,6;0,046173433
150;27,6;0,038477861
160;27,6;0,030782289
170;27,6;0,023086717
180;27,6;0,015391144
190;27,6;0,007695572
200;27,6;0
0;27,7;0,154819495
10;27,7;0,14707852
20;27,7;0,139337546
30;27,7;0,131596571
40;27,7;0,123855596
50;27,7;0,116114621
60;27,7;0,108373647
