ShellLength;Temperature;G
160;24,4;0,001426312
170;24,4;0,001069734
180;24,4;0,000713156
190;24,4;0,000356578
200;24,4;0
0;24,5;0,007224257
10;24,5;0,006863044
20;24,5;0,006501831
30;24,5;0,006140618
40;24,5;0,005779405
50;24,5;0,005418193
60;24,5;0,00505698
70;24,5;0,004695767
80;24,5;0,004334554
90;24,5;0,003973341
100;24,5;0,003612128
110;24,5;0,003250916
120;24,5;0,002889703
130;24,5;0,00252849
140;24,5;0,002167277
150;24,5;0,001806064
160;24,5;0,001444851
170;24,5;0,001083639
180;24,5;0,000722426
190;24,5;0,000361213
200;24,5;0
0;24,6;0,00731713
10;24,6;0,006951274
20;24,6;0,006585417
30;24,6;0,006219561
40;24,6;0,005853704
50;24,6;0,005487848
60;24,6;0,005121991
70;24,6;0,004756135
80;24,6;0,004390278
90;24,6;0,004024422
100;24,6;0,003658565
110;24,6;0,003292709
120;24,6;0,002926852
130;24,6;0,002560996
140;24,6;0,002195139
150;24,6;0,001829283
160;24,6;0,001463426
170;24,6;0,00109757
180;24,6;0,000731713
190;24,6;0,000365857
200;24,6;0
0;24,7;0,007410131
10;24,7;0,007039625
20;24,7;0,006669118
30;24,7;0,006298611
40;24,7;0,005928105
50;24,7;0,005557598
60;24,7;0,005187092
70;24,7;0,004816585
80;24,7;0,004446079
90;24,7;0,004075572
100;24,7;0,003705066
110;24,7;0,003334559
120;24,7;0,002964052
130;24,7;0,002593546
140;24,7;0,002223039
150;24,7;0,001852533
160;24,7;0,001482026
170;24,7;0,00111152
180;24,7;0,000741013
190;24,7;0,000370507
200;24,7;0
0;24,8;0,007503209
10;24,8;0,007128049
20;24,8;0,006752888
30;24,8;0,006377728
40;24,8;0,006002567
50;24,8;0,005627407
60;24,8;0,005252247
70;24,8;0,004877086
80;24,8;0,004501926
90;24,8;0,004126765
100;24,8;0,003751605
110;24,8;0,003376444
120;24,8;0,003001284
130;24,8;0,002626123
140;24,8;0,002250963
150;24,8;0,001875802
160;24,8;0,001500642
170;24,8;0,001125481
180;24,8;0,000750321
190;24,8;0,00037516
200;24,8;0
0;24,9;0,007596311
10;24,9;0,007216496
20;24,9;0,00683668
30;24,9;0,006456865
40;24,9;0,006077049
50;24,9;0,005697234
60;24,9;0,005317418
70;24,9;0,004937602
80;24,9;0,004557787
90;24,9;0,004177971
100;24,9;0,003798156
110;24,9;0,00341834
120;24,9;0,003038525
130;24,9;0,002658709
140;24,9;0,002278893
150;24,9;0,001899078
160;24,9;0,001519262
170;24,9;0,001139447
180;24,9;0,000759631
190;24,9;0,000379816
200;24,9;0
0;25;0,007689381
10;25;0,007304912
20;25;0,006920443
30;25;0,006535974
40;25;0,006151505
50;25;0,005767036
60;25;0,005382567
70;25;0,004998098
80;25;0,004613629
90;25;0,00422916
100;25;0,003844691
110;25;0,003460222
120;25;0,003075752
130;25;0,002691283
140;25;0,002306814
150;25;0,001922345
160;25;0,001537876
170;25;0,001153407
180;25;0,000768938
190;25;0,000384469
200;25;0
0;25,1;0,00778236
10;25,1;0,007393242
20;25,1;0,007004124
30;25,1;0,006615006
40;25,1;0,006225888
50;25,1;0,00583677
60;25,1;0,005447652
70;25,1;0,005058534
80;25,1;0,004669416
90;25,1;0,004280298
100;25,1;0,00389118
110;25,1;0,003502062
120;25,1;0,003112944
130;25,1;0,002723826
140;25,1;0,002334708
150;25,1;0,00194559
160;25,1;0,001556472
170;25,1;0,001167354
180;25,1;0,000778236
190;25,1;0,000389118
200;25,1;0
0;25,2;0,007875186
10;25,2;0,007481427
20;25,2;0,007087667
30;25,2;0,006693908
40;25,2;0,006300149
50;25,2;0,00590639
60;25,2;0,00551263
70;25,2;0,005118871
80;25,2;0,004725112
90;25,2;0,004331352
100;25,2;0,003937593
110;25,2;0,003543834
120;25,2;0,003150074
130;25,2;0,002756315
140;25,2;0,002362556
150;25,2;0,001968797
160;25,2;0,001575037
170;25,2;0,001181278
180;25,2;0,000787519
190;25,2;0,000393759
200;25,2;0
0;25,3;0,007967795
10;25,3;0,007569405
20;25,3;0,007171015
30;25,3;0,006772626
40;25,3;0,006374236
50;25,3;0,005975846
60;25,3;0,005577456
70;25,3;0,005179067
80;25,3;0,004780677
90;25,3;0,004382287
100;25,3;0,003983897
110;25,3;0,003585508
120;25,3;0,003187118
130;25,3;0,002788728
140;25,3;0,002390338
150;25,3;0,001991949
160;25,3;0,001593559
170;25,3;0,001195169
180;25,3;0,000796779
190;25,3;0,00039839
200;25,3;0
0;25,4;0,008060119
10;25,4;0,007657113
20;25,4;0,007254107
30;25,4;0,006851101
40;25,4;0,006448095
50;25,4;0,006045089
60;25,4;0,005642083
70;25,4;0,005239077
80;25,4;0,004836071
90;25,4;0,004433065
100;25,4;0,004030059
110;25,4;0,003627053
120;25,4;0,003224047
130;25,4;0,002821042
140;25,4;0,002418036
150;25,4;0,00201503
160;25,4;0,001612024
170;25,4;0,001209018
180;25,4;0,000806012
190;25,4;0,000403006
200;25,4;0
0;25,5;0,008152087
10;25,5;0,007744482
20;25,5;0,007336878
30;25,5;0,006929274
40;25,5;0,006521669
50;25,5;0,006114065
60;25,5;0,005706461
70;25,5;0,005298856
80;25,5;0,004891252
90;25,5;0,004483648
100;25,5;0,004076043
110;25,5;0,003668439
120;25,5;0,003260835
130;25,5;0,00285323
140;25,5;0,002445626
150;25,5;0,002038022
160;25,5;0,001630417
170;25,5;0,001222813
180;25,5;0,000815209
190;25,5;0,000407604
200;25,5;0
0;25,6;0,008243624
10;25,6;0,007831443
20;25,6;0,007419262
30;25,6;0,007007081
40;25,6;0,006594899
50;25,6;0,006182718
60;25,6;0,005770537
70;25,6;0,005358356
80;25,6;0,004946175
90;25,6;0,004533993
100;25,6;0,004121812
110;25,6;0,003709631
120;25,6;0,00329745
130;25,6;0,002885269
140;25,6;0,002473087
150;25,6;0,002060906
160;25,6;0,001648725
170;25,6;0,001236544
180;25,6;0,000824362
190;25,6;0,000412181
200;25,6;0
0;25,7;0,008334654
10;25,7;0,007917921
20;25,7;0,007501189
30;25,7;0,007084456
40;25,7;0,006667723
50;25,7;0,006250991
60;25,7;0,005834258
70;25,7;0,005417525
80;25,7;0,005000792
90;25,7;0,00458406
100;25,7;0,004167327
110;25,7;0,003750594
120;25,7;0,003333862
130;25,7;0,002917129
140;25,7;0,002500396
150;25,7;0,002083664
160;25,7;0,001666931
170;25,7;0,001250198
180;25,7;0,000833465
190;25,7;0,000416733
200;25,7;0
0;25,8;0,008425095
10;25,8;0,00800384
20;25,8;0,007582585
30;25,8;0,007161331
40;25,8;0,006740076
50;25,8;0,006318821
60;25,8;0,005897566
70;25,8;0,005476312
80;25,8;0,005055057
90;25,8;0,004633802
100;25,8;0,004212547
110;25,8;0,003791293
120;25,8;0,003370038
130;25,8;0,002948783
140;25,8;0,002527528
150;25,8;0,002106274
160;25,8;0,001685019
170;25,8;0,001263764
180;25,8;0,000842509
190;25,8;0,000421255
200;25,8;0
0;25,9;0,008514861
10;25,9;0,008089118
20;25,9;0,007663375
30;25,9;0,007237632
40;25,9;0,006811889
50;25,9;0,006386146
60;25,9;0,005960403
70;25,9;0,00553466
80;25,9;0,005108917
90;25,9;0,004683174
100;25,9;0,004257431
110;25,9;0,003831688
120;25,9;0,003405945
130;25,9;0,002980201
140;25,9;0,002554458
150;25,9;0,002128715
160;25,9;0,001702972
170;25,9;0,001277229
180;25,9;0,000851486
190;25,9;0,000425743
200;25,9;0
0;26;0,008603865
10;26;0,008173672
20;26;0,007743479
30;26;0,007313285
40;26;0,006883092
50;26;0,006452899
60;26;0,006022706
70;26;0,005592512
80;26;0,005162319
90;26;0,004732126
100;26;0,004301933
110;26;0,003871739
120;26;0,003441546
130;26;0,003011353
140;26;0,00258116
150;26;0,002150966
160;26;0,001720773
170;26;0,00129058
180;26;0,000860387
190;26;0,000430193
200;26;0
0;26,1;0,008692014
10;26,1;0,008257413
20;26,1;0,007822812
30;26,1;0,007388212
40;26,1;0,006953611
50;26,1;0,00651901
60;26,1;0,00608441
70;26,1;0,005649809
80;26,1;0,005215208
90;26,1;0,004780607
100;26,1;0,004346007
110;26,1;0,003911406
120;26,1;0,003476805
130;26,1;0,003042205
140;26,1;0,002607604
150;26,1;0,002173003
160;26,1;0,001738403
170;26,1;0,001303802
180;26,1;0,000869201
190;26,1;0,000434601
200;26,1;0
0;26,2;0,00877921
10;26,2;0,008340249
20;26,2;0,007901289
30;26,2;0,007462328
40;26,2;0,007023368
50;26,2;0,006584407
60;26,2;0,006145447
70;26,2;0,005706486
80;26,2;0,005267526
90;26,2;0,004828565
100;26,2;0,004389605
110;26,2;0,003950644
120;26,2;0,003511684
130;26,2;0,003072723
140;26,2;0,002633763
150;26,2;0,002194802
160;26,2;0,001755842
170;26,2;0,001316881
180;26,2;0,000877921
190;26,2;0,00043896
200;26,2;0
0;26,3;0,008865352
10;26,3;0,008422085
20;26,3;0,007978817
30;26,3;0,007535549
40;26,3;0,007092282
50;26,3;0,006649014
60;26,3;0,006205747
70;26,3;0,005762479
80;26,3;0,005319211
90;26,3;0,004875944
100;26,3;0,004432676
110;26,3;0,003989409
120;26,3;0,003546141
130;26,3;0,003102873
140;26,3;0,002659606
150;26,3;0,002216338
160;26,3;0,00177307
170;26,3;0,001329803
180;26,3;0,000886535
190;26,3;0,000443268
200;26,3;0
0;26,4;0,008950336
10;26,4;0,008502819
20;26,4;0,008055303
30;26,4;0,007607786
40;26,4;0,007160269
50;26,4;0,006712752
60;26,4;0,006265235
70;26,4;0,005817718
80;26,4;0,005370202
90;26,4;0,004922685
100;26,4;0,004475168
110;26,4;0,004027651
120;26,4;0,003580134
130;26,4;0,003132618
140;26,4;0,002685101
150;26,4;0,002237584
160;26,4;0,001790067
170;26,4;0,00134255
180;26,4;0,000895034
190;26,4;0,000447517
200;26,4;0
0;26,5;0,009034051
10;26,5;0,008582349
20;26,5;0,008130646
30;26,5;0,007678944
40;26,5;0,007227241
50;26,5;0,006775538
60;26,5;0,006323836
70;26,5;0,005872133
80;26,5;0,005420431
90;26,5;0,004968728
100;26,5;0,004517026
110;26,5;0,004065323
120;26,5;0,00361362
130;26,5;0,003161918
140;26,5;0,002710215
150;26,5;0,002258513
160;26,5;0,00180681
170;26,5;0,001355108
180;26,5;0,000903405
190;26,5;0,000451703
200;26,5;0
0;26,6;0,009116383
10;26,6;0,008660564
20;26,6;0,008204744
30;26,6;0,007748925
40;26,6;0,007293106
50;26,6;0,006837287
60;26,6;0,006381468
70;26,6;0,005925649
80;26,6;0,00546983
90;26,6;0,005014011
100;26,6;0,004558191
110;26,6;0,004102372
120;26,6;0,003646553
130;26,6;0,003190734
140;26,6;0,002734915
150;26,6;0,002279096
160;26,6;0,001823277
170;26,6;0,001367457
180;26,6;0,000911638
190;26,6;0,000455819
200;26,6;0
0;26,7;0,009197211
10;26,7;0,008737351
20;26,7;0,00827749
30;26,7;0,00781763
40;26,7;0,007357769
50;26,7;0,006897908
60;26,7;0,006438048
70;26,7;0,005978187
80;26,7;0,005518327
90;26,7;0,005058466
100;26,7;0,004598606
110;26,7;0,004138745
120;26,7;0,003678885
130;26,7;0,003219024
140;26,7;0,002759163
150;26,7;0,002299303
160;26,7;0,001839442
170;26,7;0,001379582
180;26,7;0,000919721
190;26,7;0,000459861
200;26,7;0
0;26,8;0,009276412
10;26,8;0,008812592
20;26,8;0,008348771
30;26,8;0,00788495
40;26,8;0,00742113
50;26,8;0,006957309
60;26,8;0,006493489
70;26,8;0,006029668
80;26,8;0,005565847
90;26,8;0,005102027
100;26,8;0,004638206
110;26,8;0,004174386
120;26,8;0,003710565
130;26,8;0,003246744
140;26,8;0,002782924
150;26,8;0,002319103
160;26,8;0,001855282
170;26,8;0,001391462
180;26,8;0,000927641
190;26,8;0,000463821
200;26,8;0
0;26,9;0,009353856
10;26,9;0,008886163
20;26,9;0,00841847
30;26,9;0,007950777
40;26,9;0,007483085
50;26,9;0,007015392
60;26,9;0,006547699
70;26,9;0,006080006
80;26,9;0,005612313
90;26,9;0,005144621
100;26,9;0,004676928
110;26,9;0,004209235
120;26,9;0,003741542
130;26,9;0,003273849
140;26,9;0,002806157
150;26,9;0,002338464
160;26,9;0,001870771
170;26,9;0,001403078
180;26,9;0,000935386
190;26,9;0,000467693
200;26,9;0
0;27;0,009429407
10;27;0,008957936
20;27;0,008486466
30;27;0,008014996
40;27;0,007543525
50;27;0,007072055
60;27;0,006600585
70;27;0,006129114
80;27;0,005657644
90;27;0,005186174
100;27;0,004714703
110;27;0,004243233
120;27;0,003771763
130;27;0,003300292
140;27;0,002828822
150;27;0,002357352
160;27;0,001885881
170;27;0,001414411
180;27;0,000942941
190;27;0,00047147
200;27;0
0;27,1;0,009502924
10;27,1;0,009027778
20;27,1;0,008552632
30;27,1;0,008077485
40;27,1;0,007602339
50;27,1;0,007127193
60;27,1;0,006652047
70;27,1;0,006176901
80;27,1;0,005701754
90;27,1;0,005226608
100;27,1;0,004751462
110;27,1;0,004276316
120;27,1;0,00380117
130;27,1;0,003326023
140;27,1;0,002850877
150;27,1;0,002375731
160;27,1;0,001900585
170;27,1;0,001425439
180;27,1;0,000950292
190;27,1;0,000475146
200;27,1;0
0;27,2;0,009574261
10;27,2;0,009095548
20;27,2;0,008616835
30;27,2;0,008138122
40;27,2;0,007659409
50;27,2;0,007180696
60;27,2;0,006701983
70;27,2;0,00622327
80;27,2;0,005744557
90;27,2;0,005265844
100;27,2;0,004787131
110;27,2;0,004308418
120;27,2;0,003829705
130;27,2;0,003350991
140;27,2;0,002872278
150;27,2;0,002393565
160;27,2;0,001914852
170;27,2;0,001436139
180;27,2;0,000957426
190;27,2;0,000478713
200;27,2;0
0;27,3;0,009643266
10;27,3;0,009161103
20;27,3;0,00867894
30;27,3;0,008196776
40;27,3;0,007714613
50;27,3;0,00723245
60;27,3;0,006750286
70;27,3;0,006268123
80;27,3;0,00578596
90;27,3;0,005303796
100;27,3;0,004821633
110;27,3;0,00433947
120;27,3;0,003857306
130;27,3;0,003375143
140;27,3;0,00289298
150;27,3;0,002410817
160;27,3;0,001928653
170;27,3;0,00144649
180;27,3;0,000964327
190;27,3;0,000482163
200;27,3;0
0;27,4;0,00970978
10;27,4;0,009224291
20;27,4;0,008738802
30;27,4;0,008253313
40;27,4;0,007767824
50;27,4;0,007282335
60;27,4;0,006796846
70;27,4;0,006311357
80;27,4;0,005825868
90;27,4;0,005340379
100;27,4;0,00485489
110;27,4;0,004369401
120;27,4;0,003883912
130;27,4;0,003398423
140;27,4;0,002912934
150;27,4;0,002427445
160;27,4;0,001941956
170;27,4;0,001456467
180;27,4;0,000970978
190;27,4;0,000485489
200;27,4;0
0;27,5;0,009773637
10;27,5;0,009284955
20;27,5;0,008796273
30;27,5;0,008307592
40;27,5;0,00781891
50;27,5;0,007330228
60;27,5;0,006841546
70;27,5;0,006352864
80;27,5;0,005864182
90;27,5;0,0053755
100;27,5;0,004886819
110;27,5;0,004398137
120;27,5;0,003909455
130;27,5;0,003420773
140;27,5;0,002932091
150;27,5;0,002443409
160;27,5;0,001954727
170;27,5;0,001466046
180;27,5;0,000977364
190;27,5;0,000488682
200;27,5;0
0;27,6;0,009834667
10;27,6;0,009342933
20;27,6;0,0088512
30;27,6;0,008359467
40;27,6;0,007867733
50;27,6;0,007376
60;27,6;0,006884267
70;27,6;0,006392533
80;27,6;0,0059008
90;27,6;0,005409067
100;27,6;0,004917333
110;27,6;0,0044256
120;27,6;0,003933867
130;27,6;0,003442133
140;27,6;0,0029504
150;27,6;0,002458667
160;27,6;0,001966933
170;27,6;0,0014752
180;27,6;0,000983467
190;27,6;0,000491733
200;27,6;0
0;27,7;0,009892689
10;27,7;0,009398055
20;27,7;0,00890342
30;27,7;0,008408786
40;27,7;0,007914152
50;27,7;0,007419517
60;27,7;0,006924883
